Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,491,4.91234,99538,0.9995651,78.549
1,Piemonte,Maschi e femmine,1,99509,29,0.28756,99494,0.9997420,77.934
1,Piemonte,Maschi e femmine,2,99480,23,0.22852,99469,0.9997933,76.956
1,Piemonte,Maschi e femmine,3,99457,18,0.18483,99448,0.9998297,75.974
1,Piemonte,Maschi e femmine,4,99439,15,0.15583,99431,0.9998498,74.988
1,Piemonte,Maschi e femmine,5,99424,14,0.14448,99416,0.9998552,73.999
1,Piemonte,Maschi e femmine,6,99409,14,0.14509,99402,0.9998517,73.010
1,Piemonte,Maschi e femmine,7,99395,15,0.15148,99387,0.9998456,72.020
1,Piemonte,Maschi e femmine,8,99380,16,0.15722,99372,0.9998393,71.031
1,Piemonte,Maschi e femmine,9,99364,16,0.16426,99356,0.9998335,70.042
1,Piemonte,Maschi e femmine,10,99348,17,0.16873,99339,0.9998282,69.054
1,Piemonte,Maschi e femmine,11,99331,17,0.17479,99322,0.9998147,68.065
1,Piemonte,Maschi e femmine,12,99314,19,0.19590,99304,0.9997859,67.077
1,Piemonte,Maschi e femmine,13,99294,23,0.23239,99283,0.9997473,66.090
1,Piemonte,Maschi e femmine,14,99271,27,0.27310,99258,0.9996986,65.105
1,Piemonte,Maschi e femmine,15,99244,33,0.32978,99228,0.9996270,64.123
1,Piemonte,Maschi e femmine,16,99211,41,0.41623,99191,0.9995360,63.144
1,Piemonte,Maschi e femmine,17,99170,51,0.51172,99145,0.9994281,62.170
1,Piemonte,Maschi e femmine,18,99119,63,0.63221,99088,0.9993179,61.202
1,Piemonte,Maschi e femmine,19,99057,73,0.73196,99020,0.9992301,60.240
1,Piemonte,Maschi e femmine,20,98984,80,0.80795,98944,0.9991727,59.284
1,Piemonte,Maschi e femmine,21,98904,84,0.84672,98862,0.9991497,58.331
1,Piemonte,Maschi e femmine,22,98820,84,0.85391,98778,0.9991546,57.380
1,Piemonte,Maschi e femmine,23,98736,83,0.83690,98695,0.9991648,56.429
1,Piemonte,Maschi e femmine,24,98653,82,0.83359,98612,0.9991711,55.476
1,Piemonte,Maschi e femmine,25,98571,81,0.82416,98530,0.9991794,54.522
1,Piemonte,Maschi e femmine,26,98490,80,0.81694,98450,0.9991905,53.566
1,Piemonte,Maschi e femmine,27,98409,79,0.80197,98370,0.9992154,52.610
1,Piemonte,Maschi e femmine,28,98330,75,0.76719,98293,0.9992245,51.651
1,Piemonte,Maschi e femmine,29,98255,77,0.78389,98217,0.9992089,50.691
