Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita,Informazioni
18,Calabria,Maschi e femmine,95,10609,2487,234.44555,9365,0.7506649,2.958,s
18,Calabria,Maschi e femmine,96,8121,2183,268.78441,7030,0.7230444,2.710,s
18,Calabria,Maschi e femmine,97,5938,1711,288.13045,5083,0.7044543,2.523,s
18,Calabria,Maschi e femmine,98,4227,1293,305.96239,3581,0.6851221,2.341,s
18,Calabria,Maschi e femmine,99,2934,962,327.72381,2453,0.6597696,2.153,s
18,Calabria,Maschi e femmine,100,1972,708,358.83378,1619,0.6240197,1.959,s
18,Calabria,Maschi e femmine,101,1265,509,402.72307,1010,0.5852531,1.775,s
18,Calabria,Maschi e femmine,102,755,328,434.87791,591,0.5532955,1.635,s
18,Calabria,Maschi e femmine,103,427,200,467.63200,327,0.5208760,1.509,s
18,Calabria,Maschi e femmine,104,227,114,500.71047,170,0.4882620,1.396,s
18,Calabria,Maschi e femmine,105,113,61,533.82445,83,0.4557275,1.294,s
18,Calabria,Maschi e femmine,106,53,30,566.68464,38,0.4235443,1.202,s
18,Calabria,Maschi e femmine,107,23,14,599.00522,16,0.3919743,1.121,s
18,Calabria,Maschi e femmine,108,9,6,630.52083,6,0.3612584,1.048,s
18,Calabria,Maschi e femmine,109,3,2,660.99106,2,0.3316124,0.983,s
18,Calabria,Maschi e femmine,110,1,1,690.20556,1,0.3032222,0.926,s
18,Calabria,Maschi e femmine,111,0,0,717.99272,0,0.2762374,0.875,s
18,Calabria,Maschi e femmine,112,0,0,744.22262,0,0.2507708,0.830,s
18,Calabria,Maschi e femmine,113,0,0,768.80339,0,0.2269002,0.790,s
18,Calabria,Maschi e femmine,114,0,0,791.68326,0,0.2046680,0.755,s
18,Calabria,Maschi e femmine,115,0,0,812.84719,0,0.1840841,0.724,s
18,Calabria,Maschi e femmine,116,0,0,832.31284,0,0.1651297,0.697,s
18,Calabria,Maschi e femmine,117,0,0,850.12134,0,0.1477647,0.673,s
18,Calabria,Maschi e femmine,118,0,0,866.33983,0,0.1319263,0.651,s
18,Calabria,Maschi e femmine,119,0,0,881.04593,0,0.1175416,0.633,s
18,Calabria,Maschi,0,100000,361,3.60835,99660,0.9997105,79.841,s
18,Calabria,Maschi,1,99639,15,0.15182,99632,0.9998546,79.128,s
18,Calabria,Maschi,2,99624,14,0.13892,99617,0.9998753,78.140,s
18,Calabria,Maschi,3,99610,11,0.11038,99605,0.9999060,77.151,s
18,Calabria,Maschi,4,99599,8,0.07769,99595,0.9999414,76.159,s
18,Calabria,Maschi,5,99591,4,0.03954,99589,0.9999693,75.165,s
18,Calabria,Maschi,6,99588,2,0.02195,99586,0.9999734,74.168,s
18,Calabria,Maschi,7,99585,3,0.03129,99584,0.9999516,73.170,s
18,Calabria,Maschi,8,99582,7,0.06559,99579,0.9999199,72.172,s
18,Calabria,Maschi,9,99576,9,0.09459,99571,0.9998969,71.177,s
18,Calabria,Maschi,10,99566,11,0.11152,99561,0.9998873,70.183,s
18,Calabria,Maschi,11,99555,11,0.11380,99550,0.9998858,69.191,s
18,Calabria,Maschi,12,99544,11,0.11466,99538,0.9998724,68.199,s
18,Calabria,Maschi,13,99532,14,0.14049,99525,0.9998312,67.207,s
18,Calabria,Maschi,14,99518,20,0.19715,99509,0.9997649,66.216,s
18,Calabria,Maschi,15,99499,27,0.27306,99485,0.9996948,65.229,s
18,Calabria,Maschi,16,99472,34,0.33736,99455,0.9996533,64.247,s
18,Calabria,Maschi,17,99438,35,0.35610,99420,0.9996450,63.268,s
18,Calabria,Maschi,18,99403,35,0.35385,99385,0.9996440,62.291,s
18,Calabria,Maschi,19,99368,36,0.35825,99350,0.9996382,61.313,s
18,Calabria,Maschi,20,99332,36,0.36543,99314,0.9996352,60.334,s
18,Calabria,Maschi,21,99296,36,0.36409,99278,0.9996374,59.356,s
18,Calabria,Maschi,22,99259,36,0.36116,99242,0.9996332,58.378,s
18,Calabria,Maschi,23,99224,37,0.37242,99205,0.9995988,57.399,s
18,Calabria,Maschi,24,99187,43,0.42995,99165,0.9995327,56.420,s
18,Calabria,Maschi,25,99144,50,0.50460,99119,0.9994649,55.444,s
18,Calabria,Maschi,26,99094,56,0.56557,99066,0.9994230,54.472,s
18,Calabria,Maschi,27,99038,58,0.58849,99009,0.9994123,53.502,s
18,Calabria,Maschi,28,98980,58,0.58699,98951,0.9994201,52.533,s
18,Calabria,Maschi,29,98922,57,0.57271,98893,0.9994274,51.564,s
18,Calabria,Maschi,30,98865,57,0.57245,98837,0.9994245,50.593,s
18,Calabria,Maschi,31,98808,57,0.57860,98780,0.9994011,49.622,s
18,Calabria,Maschi,32,98751,61,0.61915,98721,0.9993688,48.650,s
18,Calabria,Maschi,33,98690,63,0.64327,98658,0.9993374,47.680,s
18,Calabria,Maschi,34,98627,67,0.68187,98593,0.9993033,46.710,s
18,Calabria,Maschi,35,98559,70,0.71153,98524,0.9992533,45.742,s
18,Calabria,Maschi,36,98489,77,0.78194,98451,0.9991635,44.774,s
18,Calabria,Maschi,37,98412,88,0.89106,98368,0.9990657,43.809,s
18,Calabria,Maschi,38,98324,96,0.97755,98276,0.9990100,42.847,s
18,Calabria,Maschi,39,98228,98,1.00248,98179,0.9989842,41.889,s
18,Calabria,Maschi,40,98130,101,1.02915,98079,0.9989232,40.930,s
18,Calabria,Maschi,41,98029,110,1.12442,97974,0.9987652,39.972,s
18,Calabria,Maschi,42,97919,132,1.34527,97853,0.9985330,39.016,s
18,Calabria,Maschi,43,97787,155,1.58890,97709,0.9983014,38.068,s
18,Calabria,Maschi,44,97632,177,1.80856,97543,0.9981115,37.128,s
18,Calabria,Maschi,45,97455,192,1.96861,97359,0.9979127,36.195,s
18,Calabria,Maschi,46,97263,215,2.20613,97156,0.9976761,35.265,s
18,Calabria,Maschi,47,97049,237,2.44194,96930,0.9974284,34.342,s
18,Calabria,Maschi,48,96812,262,2.70154,96681,0.9972219,33.425,s
18,Calabria,Maschi,49,96550,276,2.85496,96412,0.9970555,32.514,s
18,Calabria,Maschi,50,96274,292,3.03429,96128,0.9968447,31.605,s
18,Calabria,Maschi,51,95982,315,3.27671,95825,0.9964859,30.700,s
18,Calabria,Maschi,52,95668,359,3.75231,95488,0.9960385,29.799,s
18,Calabria,Maschi,53,95309,398,4.17140,95110,0.9955410,28.910,s
18,Calabria,Maschi,54,94911,451,4.74775,94686,0.9950243,28.029,s
18,Calabria,Maschi,55,94461,492,5.20471,94215,0.9944289,27.160,s
18,Calabria,Maschi,56,93969,558,5.93945,93690,0.9938245,26.300,s
18,Calabria,Maschi,57,93411,599,6.41302,93111,0.9933333,25.454,s
18,Calabria,Maschi,58,92812,642,6.92207,92491,0.9931300,24.615,s
18,Calabria,Maschi,59,92169,628,6.81761,91855,0.9931521,23.783,s
18,Calabria,Maschi,60,91541,630,6.87832,91226,0.9929821,22.943,s
18,Calabria,Maschi,61,90911,651,7.15837,90586,0.9924351,22.098,s
18,Calabria,Maschi,62,90261,720,7.97427,89901,0.9911966,21.254,s
18,Calabria,Maschi,63,89541,863,9.63923,89109,0.9894344,20.421,s
18,Calabria,Maschi,64,88678,1020,11.50095,88168,0.9879329,19.615,s
18,Calabria,Maschi,65,87658,1108,12.63982,87104,0.9870243,18.837,s
18,Calabria,Maschi,66,86550,1152,13.31588,85974,0.9862914,18.072,s
18,Calabria,Maschi,67,85397,1205,14.10664,84795,0.9854203,17.309,s
18,Calabria,Maschi,68,84193,1268,15.05943,83559,0.9840831,16.549,s
18,Calabria,Maschi,69,82925,1392,16.78749,82229,0.9822105,15.795,s
18,Calabria,Maschi,70,81533,1534,18.80859,80766,0.9798493,15.056,s
18,Calabria,Maschi,71,79999,1721,21.51848,79138,0.9774216,14.335,s
18,Calabria,Maschi,72,78278,1852,23.66163,77352,0.9752083,13.639,s
18,Calabria,Maschi,73,76425,1983,25.94924,75434,0.9727526,12.958,s
18,Calabria,Maschi,74,74442,2128,28.58015,73379,0.9707503,12.290,s
18,Calabria,Maschi,75,72315,2165,29.93904,71232,0.9688903,11.636,s
18,Calabria,Maschi,76,70150,2267,32.31646,69016,0.9660823,10.980,s
18,Calabria,Maschi,77,67883,2415,35.57243,66675,0.9619265,10.330,s
18,Calabria,Maschi,78,65468,2662,40.66683,64137,0.9570485,9.693,s
18,Calabria,Maschi,79,62806,2847,45.33307,61382,0.9507149,9.082,s
18,Calabria,Maschi,80,59958,3203,53.42470,58357,0.9433412,8.490,s
18,Calabria,Maschi,81,56755,3410,60.07536,55050,0.9361614,7.941,s
18,Calabria,Maschi,82,53346,3619,67.84245,51536,0.9283618,7.416,s
18,Calabria,Maschi,83,49726,3765,75.71025,47844,0.9205617,6.920,s
18,Calabria,Maschi,84,45962,3837,83.47181,44043,0.9135407,6.446,s
18,Calabria,Maschi,85,42125,3779,89.71884,40235,0.9044636,5.987,s
18,Calabria,Maschi,86,38346,3908,101.92726,36392,0.8906808,5.528,s
18,Calabria,Maschi,87,34437,4048,117.55010,32413,0.8748666,5.099,s
18,Calabria,Maschi,88,30389,4064,133.72697,28357,0.8573797,4.711,s
18,Calabria,Maschi,89,26325,4025,152.88650,24313,0.8399546,4.361,s
18,Calabria,Maschi,90,22301,3758,168.49635,20422,0.8246928,4.058,s
18,Calabria,Maschi,91,18543,3403,183.49829,16842,0.8084680,3.779,s
18,Calabria,Maschi,92,15140,3049,201.37121,13616,0.7922333,3.516,s
18,Calabria,Maschi,93,12092,2609,215.77469,10787,0.7793772,3.277,s
18,Calabria,Maschi,94,9482,2151,226.80479,8407,0.7606731,3.040,s
18,Calabria,Maschi,95,7332,1873,255.52225,6395,0.7297460,2.786,s
18,Calabria,Maschi,96,5458,1583,290.04193,4667,0.7033003,2.570,s
18,Calabria,Maschi,97,3875,1186,306.07729,3282,0.6884800,2.416,s
18,Calabria,Maschi,98,2689,859,319.36344,2260,0.6735553,2.261,s
18,Calabria,Maschi,99,1830,617,336.84850,1522,0.6506452,2.087,s
18,Calabria,Maschi,100,1214,447,368.21364,990,0.6127072,1.894,s
18,Calabria,Maschi,101,767,320,417.49165,607,0.5703096,1.706,s
18,Calabria,Maschi,102,447,201,450.63203,346,0.5374046,1.570,s
18,Calabria,Maschi,103,245,119,484.37204,186,0.5040412,1.447,s
18,Calabria,Maschi,104,127,66,518.43008,94,0.4704936,1.337,s
18,Calabria,Maschi,105,61,34,552.50698,44,0.4370446,1.238,s
18,Calabria,Maschi,106,27,16,586.30418,19,0.4039738,1.150,s
18,Calabria,Maschi,107,11,7,619.52677,8,0.3715504,1.071,s
18,Calabria,Maschi,108,4,3,651.90171,3,0.3400226,1.001,s
18,Calabria,Maschi,109,1,1,683.17687,1,0.3096152,0.938,s
18,Calabria,Maschi,110,0,0,713.13528,0,0.2805203,0.882,s
18,Calabria,Maschi,111,0,0,741.59613,0,0.2528956,0.833,s
18,Calabria,Maschi,112,0,0,768.42099,0,0.2268616,0.790,s
18,Calabria,Maschi,113,0,0,793.50879,0,0.2025049,0.751,s
18,Calabria,Maschi,114,0,0,816.79990,0,0.1798759,0.718,s
18,Calabria,Maschi,115,0,0,838.26915,0,0.1589943,0.688,s
18,Calabria,Maschi,116,0,0,857.92587,0,0.1398500,0.662,s
18,Calabria,Maschi,117,0,0,875.80477,0,0.1224099,0.639,s
18,Calabria,Maschi,118,0,0,891.96504,0,0.1066195,0.619,s
18,Calabria,Maschi,119,0,0,906.48219,0,0.0924092,0.602,s
18,Calabria,Femmine,0,100000,290,2.90097,99727,0.9997506,84.222,s
18,Calabria,Femmine,1,99710,16,0.15552,99702,0.9998670,83.466,s
18,Calabria,Femmine,2,99694,11,0.11049,99689,0.9999067,82.479,s
18,Calabria,Femmine,3,99683,8,0.07605,99680,0.9999347,81.488,s
18,Calabria,Femmine,4,99676,5,0.05447,99673,0.9999478,80.494,s
18,Calabria,Femmine,5,99670,5,0.04987,99668,0.9999465,79.498,s
18,Calabria,Femmine,6,99665,6,0.05714,99663,0.9999353,78.502,s
18,Calabria,Femmine,7,99660,7,0.07220,99656,0.9999199,77.506,s
18,Calabria,Femmine,8,99653,9,0.08790,99648,0.9999078,76.512,s
18,Calabria,Femmine,9,99644,10,0.09653,99639,0.9999020,75.519,s
18,Calabria,Femmine,10,99634,10,0.09942,99629,0.9999030,74.526,s
18,Calabria,Femmine,11,99624,9,0.09456,99620,0.9999121,73.533,s
18,Calabria,Femmine,12,99615,8,0.08130,99611,0.9999268,72.540,s
18,Calabria,Femmine,13,99607,6,0.06511,99603,0.9999407,71.546,s
18,Calabria,Femmine,14,99600,5,0.05348,99598,0.9999447,70.551,s
18,Calabria,Femmine,15,99595,6,0.05712,99592,0.9999333,69.554,s
18,Calabria,Femmine,16,99589,8,0.07635,99585,0.9999057,68.558,s
18,Calabria,Femmine,17,99582,11,0.11233,99576,0.9998681,67.564,s
18,Calabria,Femmine,18,99570,15,0.15144,99563,0.9998280,66.571,s
18,Calabria,Femmine,19,99555,19,0.19253,99546,0.9997864,65.581,s
18,Calabria,Femmine,20,99536,23,0.23475,99524,0.9997530,64.594,s
18,Calabria,Femmine,21,99513,26,0.25921,99500,0.9997364,63.609,s
18,Calabria,Femmine,22,99487,27,0.26802,99474,0.9997313,62.625,s
18,Calabria,Femmine,23,99460,27,0.26945,99447,0.9997305,61.642,s
18,Calabria,Femmine,24,99434,27,0.26960,99420,0.9997314,60.658,s
18,Calabria,Femmine,25,99407,27,0.26762,99393,0.9997317,59.674,s
18,Calabria,Femmine,26,99380,27,0.26908,99367,0.9997288,58.690,s
18,Calabria,Femmine,27,99353,27,0.27325,99340,0.9997233,57.706,s
18,Calabria,Femmine,28,99326,28,0.28017,99312,0.9997197,56.722,s
18,Calabria,Femmine,29,99298,28,0.28041,99284,0.9997175,55.737,s
18,Calabria,Femmine,30,99271,28,0.28468,99256,0.9997091,54.753,s
18,Calabria,Femmine,31,99242,29,0.29706,99228,0.9996800,53.768,s
18,Calabria,Femmine,32,99213,34,0.34304,99196,0.9996177,52.784,s
18,Calabria,Femmine,33,99179,42,0.42149,99158,0.9995491,51.802,s
18,Calabria,Femmine,34,99137,48,0.48034,99113,0.9995137,50.824,s
18,Calabria,Femmine,35,99089,49,0.49232,99065,0.9995097,49.848,s
18,Calabria,Femmine,36,99041,48,0.48836,99016,0.9994949,48.872,s
18,Calabria,Femmine,37,98992,52,0.52194,98966,0.9994474,47.896,s
18,Calabria,Femmine,38,98941,58,0.58329,98912,0.9993653,46.921,s
18,Calabria,Femmine,39,98883,68,0.68623,98849,0.9992790,45.948,s
18,Calabria,Femmine,40,98815,75,0.75585,98778,0.9992248,44.979,s
18,Calabria,Femmine,41,98740,78,0.79454,98701,0.9991837,44.013,s
18,Calabria,Femmine,42,98662,83,0.83817,98620,0.9991223,43.047,s
18,Calabria,Femmine,43,98579,90,0.91720,98534,0.9990267,42.083,s
18,Calabria,Femmine,44,98489,101,1.02945,98438,0.9988931,41.121,s
18,Calabria,Femmine,45,98387,117,1.18442,98329,0.9987346,40.163,s
18,Calabria,Femmine,46,98271,132,1.34639,98205,0.9985602,39.210,s
18,Calabria,Femmine,47,98139,150,1.53338,98063,0.9983883,38.262,s
18,Calabria,Femmine,48,97988,166,1.69016,97905,0.9982495,37.320,s
18,Calabria,Femmine,49,97822,177,1.81086,97734,0.9980960,36.382,s
18,Calabria,Femmine,50,97645,195,1.99727,97548,0.9979426,35.447,s
18,Calabria,Femmine,51,97450,206,2.11757,97347,0.9977896,34.517,s
18,Calabria,Femmine,52,97244,224,2.30336,97132,0.9976407,33.590,s
18,Calabria,Femmine,53,97020,234,2.41533,96903,0.9975711,32.666,s
18,Calabria,Femmine,54,96786,236,2.44243,96667,0.9975492,31.744,s
18,Calabria,Femmine,55,96549,237,2.45911,96430,0.9974779,30.820,s
18,Calabria,Femmine,56,96312,249,2.58521,96187,0.9973240,29.895,s
18,Calabria,Femmine,57,96063,266,2.76699,95930,0.9970831,28.971,s
18,Calabria,Femmine,58,95797,294,3.06728,95650,0.9967938,28.050,s
18,Calabria,Femmine,59,95503,320,3.34560,95343,0.9964284,27.135,s
18,Calabria,Femmine,60,95184,362,3.79836,95003,0.9960876,26.225,s
18,Calabria,Femmine,61,94822,382,4.02682,94631,0.9957839,25.323,s
18,Calabria,Femmine,62,94440,416,4.40610,94232,0.9954484,24.423,s
18,Calabria,Femmine,63,94024,442,4.69772,93803,0.9950694,23.529,s
18,Calabria,Femmine,64,93582,483,5.16450,93341,0.9945230,22.638,s
18,Calabria,Femmine,65,93099,539,5.79121,92830,0.9938699,21.752,s
18,Calabria,Femmine,66,92560,599,6.47104,92260,0.9931398,20.876,s
18,Calabria,Femmine,67,91961,667,7.25180,91628,0.9922247,20.009,s
18,Calabria,Femmine,68,91294,758,8.30260,90915,0.9912138,19.151,s
18,Calabria,Femmine,69,90536,840,9.27384,90116,0.9899433,18.308,s
18,Calabria,Femmine,70,89697,973,10.84689,89210,0.9887125,17.474,s
18,Calabria,Femmine,71,88724,1041,11.73290,88203,0.9880499,16.660,s
18,Calabria,Femmine,72,87683,1067,12.16993,87149,0.9871605,15.852,s
18,Calabria,Femmine,73,86616,1171,13.51728,86030,0.9853601,15.041,s
18,Calabria,Femmine,74,85445,1348,15.77798,84771,0.9833521,14.241,s
18,Calabria,Femmine,75,84097,1474,17.53171,83359,0.9813732,13.461,s
18,Calabria,Femmine,76,82622,1631,19.74148,81807,0.9789379,12.692,s
18,Calabria,Femmine,77,80991,1815,22.40931,80084,0.9757233,11.938,s
18,Calabria,Femmine,78,79176,2073,26.18689,78139,0.9713940,11.200,s
18,Calabria,Femmine,79,77103,2397,31.09014,75904,0.9655285,10.488,s
18,Calabria,Femmine,80,74706,2836,37.96138,73288,0.9593661,9.808,s
18,Calabria,Femmine,81,71870,3120,43.41179,70310,0.9539085,9.175,s
18,Calabria,Femmine,82,68750,3361,48.89288,67069,0.9486253,8.569,s
18,Calabria,Femmine,83,65388,3530,53.98403,63623,0.9424659,7.984,s
18,Calabria,Femmine,84,61858,3791,61.28667,59963,0.9347432,7.411,s
18,Calabria,Femmine,85,58067,4035,69.48603,56050,0.9259440,6.862,s
18,Calabria,Femmine,86,54032,4267,78.96725,51899,0.9144596,6.337,s
18,Calabria,Femmine,87,49766,4612,92.67717,47460,0.8993939,5.838,s
18,Calabria,Femmine,88,45154,4937,109.34483,42685,0.8847782,5.383,s
18,Calabria,Femmine,89,40216,4899,121.82032,37767,0.8704549,4.983,s
18,Calabria,Femmine,90,35317,4886,138.34135,32874,0.8540892,4.604,s
18,Calabria,Femmine,91,30431,4708,154.69545,28077,0.8399333,4.263,s
18,Calabria,Femmine,92,25724,4281,166.42096,23583,0.8266403,3.952,s
18,Calabria,Femmine,93,21443,3896,181.68371,19495,0.8098327,3.641,s
18,Calabria,Femmine,94,17547,3519,200.53448,15788,0.7894684,3.339,s
18,Calabria,Femmine,95,14028,3129,223.03642,12464,0.7617804,3.051,s
18,Calabria,Femmine,96,10899,2809,257.76129,9495,0.7331042,2.783,s
18,Calabria,Femmine,97,8090,2259,279.20243,6961,0.7122877,2.576,s
18,Calabria,Femmine,98,5831,1747,299.51860,4958,0.6906255,2.380,s
18,Calabria,Femmine,99,4085,1321,323.44472,3424,0.6640137,2.184,s
18,Calabria,Femmine,100,2763,980,354.52358,2274,0.6291616,1.989,s
18,Calabria,Femmine,101,1784,707,396.11415,1430,0.5918485,1.807,s
18,Calabria,Femmine,102,1077,461,428.08454,847,0.5600469,1.664,s
18,Calabria,Femmine,103,616,284,460.70533,474,0.5277323,1.535,s
18,Calabria,Femmine,104,332,164,493.70762,250,0.4951664,1.419,s
18,Calabria,Femmine,105,168,89,526.80894,124,0.4626185,1.314,s
18,Calabria,Femmine,106,80,45,559.72454,57,0.4303568,1.221,s
18,Calabria,Femmine,107,35,21,592.17144,25,0.3986416,1.137,s
18,Calabria,Femmine,108,14,9,623.88476,10,0.3677138,1.063,s
18,Calabria,Femmine,109,5,4,654.62371,4,0.3377904,0.996,s
18,Calabria,Femmine,110,2,1,684.17362,1,0.3090618,0.937,s
18,Calabria,Femmine,111,1,0,712.35696,0,0.2816834,0.885,s
18,Calabria,Femmine,112,0,0,739.03529,0,0.2557762,0.839,s
18,Calabria,Femmine,113,0,0,764.10607,0,0.2314279,0.798,s
18,Calabria,Femmine,114,0,0,787.50458,0,0.2086929,0.761,s
18,Calabria,Femmine,115,0,0,809.20172,0,0.1875940,0.729,s
18,Calabria,Femmine,116,0,0,829.19992,0,0.1681268,0.701,s
18,Calabria,Femmine,117,0,0,847.52486,0,0.1502651,0.676,s
18,Calabria,Femmine,118,0,0,864.22946,0,0.1339596,0.654,s
18,Calabria,Femmine,119,0,0,879.37866,0,0.1191492,0.635,s
19,Sicilia,Maschi e femmine,0,100000,328,3.28115,99691,0.9996880,81.780,s
19,Sicilia,Maschi e femmine,1,99672,23,0.23563,99660,0.9998022,81.048,s
19,Sicilia,Maschi e femmine,2,99648,16,0.15998,99640,0.9998621,80.067,s
19,Sicilia,Maschi e femmine,3,99632,12,0.11580,99627,0.9998953,79.079,s
19,Sicilia,Maschi e femmine,4,99621,9,0.09364,99616,0.9999056,78.088,s
19,Sicilia,Maschi e femmine,5,99612,9,0.09512,99607,0.9999028,77.096,s
19,Sicilia,Maschi e femmine,6,99602,10,0.09938,99597,0.9999011,76.103,s
19,Sicilia,Maschi e femmine,7,99592,10,0.09849,99587,0.9999053,75.111,s
19,Sicilia,Maschi e femmine,8,99582,9,0.09085,99578,0.9999130,74.118,s
19,Sicilia,Maschi e femmine,9,99573,8,0.08314,99569,0.9999152,73.125,s
19,Sicilia,Maschi e femmine,10,99565,9,0.08651,99561,0.9999062,72.131,s
19,Sicilia,Maschi e femmine,11,99556,10,0.10100,99551,0.9998870,71.137,s
19,Sicilia,Maschi e femmine,12,99546,12,0.12494,99540,0.9998690,70.144,s
19,Sicilia,Maschi e femmine,13,99534,14,0.13716,99527,0.9998577,69.153,s
19,Sicilia,Maschi e femmine,14,99520,15,0.14738,99513,0.9998460,68.162,s
19,Sicilia,Maschi e femmine,15,99506,16,0.16055,99498,0.9998274,67.172,s
19,Sicilia,Maschi e femmine,16,99490,18,0.18473,99480,0.9998038,66.183,s
19,Sicilia,Maschi e femmine,17,99471,21,0.20765,99461,0.9997846,65.195,s
19,Sicilia,Maschi e femmine,18,99451,22,0.22317,99440,0.9997712,64.208,s
19,Sicilia,Maschi e femmine,19,99428,23,0.23434,99417,0.9997506,63.223,s
19,Sicilia,Maschi e femmine,20,99405,26,0.26439,99392,0.9997207,62.237,s
19,Sicilia,Maschi e femmine,21,99379,29,0.29423,99364,0.9996924,61.254,s
19,Sicilia,Maschi e femmine,22,99350,32,0.32105,99334,0.9996803,60.271,s
19,Sicilia,Maschi e femmine,23,99318,32,0.31841,99302,0.9996880,59.291,s
19,Sicilia,Maschi e femmine,24,99286,30,0.30567,99271,0.9997021,58.309,s
19,Sicilia,Maschi e femmine,25,99256,29,0.29013,99241,0.9997074,57.327,s
19,Sicilia,Maschi e femmine,26,99227,29,0.29509,99212,0.9996918,56.344,s
19,Sicilia,Maschi e femmine,27,99198,32,0.32136,99182,0.9996609,55.360,s
19,Sicilia,Maschi e femmine,28,99166,35,0.35691,99148,0.9996221,54.378,s
19,Sicilia,Maschi e femmine,29,99130,40,0.39889,99111,0.9995754,53.397,s
19,Sicilia,Maschi e femmine,30,99091,45,0.45039,99069,0.9995383,52.418,s
19,Sicilia,Maschi e femmine,31,99046,47,0.47297,99023,0.9995301,51.441,s
19,Sicilia,Maschi e femmine,32,98999,46,0.46678,98976,0.9995346,50.466,s
19,Sicilia,Maschi e femmine,33,98953,46,0.46409,98930,0.9995325,49.489,s
19,Sicilia,Maschi e femmine,34,98907,47,0.47086,98884,0.9995093,48.512,s
19,Sicilia,Maschi e femmine,35,98861,50,0.51064,98835,0.9994283,47.534,s
19,Sicilia,Maschi e femmine,36,98810,63,0.63288,98779,0.9993211,46.558,s
19,Sicilia,Maschi e femmine,37,98748,72,0.72497,98712,0.9992355,45.587,s
19,Sicilia,Maschi e femmine,38,98676,79,0.80397,98636,0.9991690,44.620,s
19,Sicilia,Maschi e femmine,39,98597,85,0.85798,98554,0.9991258,43.656,s
19,Sicilia,Maschi e femmine,40,98512,88,0.89045,98468,0.9990932,42.693,s
19,Sicilia,Maschi e femmine,41,98424,91,0.92326,98379,0.9990173,41.730,s
19,Sicilia,Maschi e femmine,42,98334,102,1.04215,98282,0.9988523,40.768,s
19,Sicilia,Maschi e femmine,43,98231,123,1.25341,98170,0.9986390,39.810,s
19,Sicilia,Maschi e femmine,44,98108,144,1.46872,98036,0.9984502,38.860,s
19,Sicilia,Maschi e femmine,45,97964,160,1.63102,97884,0.9982968,37.916,s
19,Sicilia,Maschi e femmine,46,97804,174,1.77549,97717,0.9981831,36.977,s
19,Sicilia,Maschi e femmine,47,97630,181,1.85836,97540,0.9980736,36.042,s
19,Sicilia,Maschi e femmine,48,97449,194,1.99451,97352,0.9979119,35.108,s
19,Sicilia,Maschi e femmine,49,97255,212,2.18188,97149,0.9977874,34.177,s
19,Sicilia,Maschi e femmine,50,97042,218,2.24333,96934,0.9977253,33.251,s
19,Sicilia,Maschi e femmine,51,96825,223,2.30606,96713,0.9975789,32.325,s
19,Sicilia,Maschi e femmine,52,96601,245,2.53641,96479,0.9972824,31.398,s
19,Sicilia,Maschi e femmine,53,96356,279,2.89926,96217,0.9968532,30.477,s
19,Sicilia,Maschi e femmine,54,96077,326,3.39507,95914,0.9963552,29.564,s
19,Sicilia,Maschi e femmine,55,95751,373,3.89545,95564,0.9959397,28.663,s
19,Sicilia,Maschi e femmine,56,95378,403,4.22575,95176,0.9957200,27.773,s
19,Sicilia,Maschi e femmine,57,94975,412,4.33447,94769,0.9956145,26.889,s
19,Sicilia,Maschi e femmine,58,94563,420,4.43682,94353,0.9953231,26.004,s
19,Sicilia,Maschi e femmine,59,94144,463,4.91811,93912,0.9948772,25.117,s
19,Sicilia,Maschi e femmine,60,93681,499,5.32854,93431,0.9943511,24.239,s
19,Sicilia,Maschi e femmine,61,93181,556,5.97106,92903,0.9936901,23.366,s
19,Sicilia,Maschi e femmine,62,92625,616,6.65077,92317,0.9930490,22.504,s
19,Sicilia,Maschi e femmine,63,92009,667,7.25334,91675,0.9924312,21.651,s
19,Sicilia,Maschi e femmine,64,91342,720,7.88648,90981,0.9915784,20.806,s
19,Sicilia,Maschi e femmine,65,90621,812,8.96103,90215,0.9905991,19.967,s
19,Sicilia,Maschi e femmine,66,89809,884,9.84478,89367,0.9897946,19.143,s
19,Sicilia,Maschi e femmine,67,88925,940,10.56958,88455,0.9890186,18.328,s
19,Sicilia,Maschi e femmine,68,87985,1003,11.39766,87484,0.9880683,17.519,s
19,Sicilia,Maschi e femmine,69,86982,1085,12.47180,86440,0.9867281,16.715,s
19,Sicilia,Maschi e femmine,70,85898,1210,14.08205,85293,0.9848877,15.920,s
19,Sicilia,Maschi e femmine,71,84688,1368,16.15725,84004,0.9826721,15.140,s
19,Sicilia,Maschi e femmine,72,83320,1543,18.51771,82548,0.9805733,14.380,s
19,Sicilia,Maschi e femmine,73,81777,1664,20.35284,80945,0.9786041,13.642,s
19,Sicilia,Maschi e femmine,74,80112,1799,22.46068,79213,0.9765197,12.915,s
19,Sicilia,Maschi e femmine,75,78313,1920,24.52330,77353,0.9738784,12.201,s
19,Sicilia,Maschi e femmine,76,76392,2121,27.76011,75332,0.9703872,11.495,s
19,Sicilia,Maschi e femmine,77,74272,2341,31.51843,73101,0.9660909,10.809,s
19,Sicilia,Maschi e femmine,78,71931,2617,36.37759,70623,0.9614927,10.144,s
