Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita,Informazioni
3,Lombardia,Maschi e femmine,94,17237,3552,206.05458,15461,0.7846998,3.353,s
3,Lombardia,Maschi e femmine,95,13685,3106,226.94526,12132,0.7644234,3.093,s
3,Lombardia,Maschi e femmine,96,10579,2610,246.74175,9274,0.7428868,2.854,s
3,Lombardia,Maschi e femmine,97,7969,2159,270.88193,6890,0.7182759,2.626,s
3,Lombardia,Maschi e femmine,98,5810,1723,296.59426,4949,0.6923950,2.415,s
3,Lombardia,Maschi e femmine,99,4087,1321,323.25844,3426,0.6652682,2.223,s
3,Lombardia,Maschi e femmine,100,2766,973,351.68568,2279,0.6368262,2.046,s
3,Lombardia,Maschi e femmine,101,1793,683,380.89376,1452,0.6071966,1.884,s
3,Lombardia,Maschi e femmine,102,1110,457,412.04034,881,0.5761719,1.736,s
3,Lombardia,Maschi e femmine,103,653,290,443.87667,508,0.5445893,1.601,s
3,Lombardia,Maschi e femmine,104,363,173,476.15065,277,0.5126955,1.481,s
3,Lombardia,Maschi e femmine,105,190,97,508.59649,142,0.4807442,1.372,s
3,Lombardia,Maschi e femmine,106,93,51,540.94736,68,0.4489873,1.274,s
3,Lombardia,Maschi e femmine,107,43,25,572.93899,31,0.4176683,1.187,s
3,Lombardia,Maschi e femmine,108,18,11,604.32557,13,0.3870111,1.109,s
3,Lombardia,Maschi e femmine,109,7,5,634.88411,5,0.3572166,1.039,s
3,Lombardia,Maschi e femmine,110,3,2,664.41834,2,0.3284587,0.977,s
3,Lombardia,Maschi e femmine,111,1,1,692.76702,1,0.3008781,0.922,s
3,Lombardia,Maschi e femmine,112,0,0,719.80604,0,0.2745825,0.872,s
3,Lombardia,Maschi e femmine,113,0,0,745.44436,0,0.2496492,0.828,s
3,Lombardia,Maschi e femmine,114,0,0,769.62546,0,0.2261245,0.789,s
3,Lombardia,Maschi e femmine,115,0,0,792.32406,0,0.2040272,0.754,s
3,Lombardia,Maschi e femmine,116,0,0,813.54208,0,0.1833528,0.723,s
3,Lombardia,Maschi e femmine,117,0,0,833.30021,0,0.1640791,0.695,s
3,Lombardia,Maschi e femmine,118,0,0,851.64160,0,0.1461652,0.670,s
3,Lombardia,Maschi e femmine,119,0,0,868.61784,0,0.1295616,0.649,s
3,Lombardia,Maschi,0,100000,273,2.72522,99744,0.9997574,81.944,s
3,Lombardia,Maschi,1,99727,16,0.16279,99719,0.9998536,81.166,s
3,Lombardia,Maschi,2,99711,13,0.13010,99705,0.9998814,80.179,s
3,Lombardia,Maschi,3,99698,11,0.10719,99693,0.9999003,79.190,s
3,Lombardia,Maschi,4,99688,9,0.09229,99683,0.9999103,78.198,s
3,Lombardia,Maschi,5,99678,9,0.08721,99674,0.9999148,77.205,s
3,Lombardia,Maschi,6,99670,8,0.08311,99666,0.9999193,76.212,s
3,Lombardia,Maschi,7,99661,8,0.07829,99658,0.9999271,75.218,s
3,Lombardia,Maschi,8,99654,7,0.06754,99650,0.9999363,74.224,s
3,Lombardia,Maschi,9,99647,6,0.05985,99644,0.9999411,73.229,s
3,Lombardia,Maschi,10,99641,6,0.05789,99638,0.9999369,72.233,s
3,Lombardia,Maschi,11,99635,7,0.06825,99632,0.9999227,71.238,s
3,Lombardia,Maschi,12,99628,9,0.08630,99624,0.9998998,70.242,s
3,Lombardia,Maschi,13,99620,11,0.11412,99614,0.9998633,69.248,s
3,Lombardia,Maschi,14,99608,16,0.15935,99600,0.9998172,68.256,s
3,Lombardia,Maschi,15,99593,21,0.20629,99582,0.9997750,67.267,s
3,Lombardia,Maschi,16,99572,24,0.24369,99560,0.9997434,66.281,s
3,Lombardia,Maschi,17,99548,27,0.26956,99534,0.9997232,65.297,s
3,Lombardia,Maschi,18,99521,28,0.28396,99507,0.9997151,64.314,s
3,Lombardia,Maschi,19,99493,28,0.28591,99478,0.9996978,63.333,s
3,Lombardia,Maschi,20,99464,32,0.31847,99448,0.9996751,62.351,s
3,Lombardia,Maschi,21,99432,33,0.33132,99416,0.9996590,61.370,s
3,Lombardia,Maschi,22,99400,35,0.35060,99382,0.9996477,60.390,s
3,Lombardia,Maschi,23,99365,35,0.35408,99347,0.9996524,59.411,s
3,Lombardia,Maschi,24,99330,34,0.34105,99313,0.9996619,58.432,s
3,Lombardia,Maschi,25,99296,33,0.33523,99279,0.9996455,57.452,s
3,Lombardia,Maschi,26,99262,37,0.37371,99244,0.9996177,56.471,s
3,Lombardia,Maschi,27,99225,39,0.39094,99206,0.9995967,55.492,s
3,Lombardia,Maschi,28,99186,41,0.41556,99166,0.9995806,54.514,s
3,Lombardia,Maschi,29,99145,42,0.42324,99124,0.9995835,53.536,s
3,Lombardia,Maschi,30,99103,41,0.40978,99083,0.9995823,52.558,s
3,Lombardia,Maschi,31,99063,42,0.42564,99042,0.9995653,51.580,s
3,Lombardia,Maschi,32,99020,44,0.44379,98999,0.9995463,50.602,s
3,Lombardia,Maschi,33,98977,46,0.46363,98954,0.9995330,49.624,s
3,Lombardia,Maschi,34,98931,47,0.47044,98907,0.9995197,48.647,s
3,Lombardia,Maschi,35,98884,48,0.49018,98860,0.9994893,47.669,s
3,Lombardia,Maschi,36,98836,53,0.53121,98809,0.9994364,46.692,s
3,Lombardia,Maschi,37,98783,59,0.59600,98754,0.9993740,45.717,s
3,Lombardia,Maschi,38,98724,65,0.65611,98692,0.9993002,44.744,s
3,Lombardia,Maschi,39,98660,73,0.74349,98623,0.9992181,43.773,s
3,Lombardia,Maschi,40,98586,81,0.82025,98546,0.9991263,42.805,s
3,Lombardia,Maschi,41,98505,91,0.92728,98460,0.9990190,41.840,s
3,Lombardia,Maschi,42,98414,102,1.03485,98363,0.9989152,40.878,s
3,Lombardia,Maschi,43,98312,112,1.13481,98256,0.9988339,39.920,s
3,Lombardia,Maschi,44,98201,118,1.19749,98142,0.9987435,38.965,s
3,Lombardia,Maschi,45,98083,129,1.31564,98018,0.9986373,38.011,s
3,Lombardia,Maschi,46,97954,138,1.40988,97885,0.9985424,37.060,s
3,Lombardia,Maschi,47,97816,147,1.50530,97742,0.9984187,36.112,s
3,Lombardia,Maschi,48,97669,162,1.65751,97588,0.9982586,35.166,s
3,Lombardia,Maschi,49,97507,178,1.82545,97418,0.9980691,34.223,s
3,Lombardia,Maschi,50,97329,198,2.03649,97230,0.9978207,33.285,s
3,Lombardia,Maschi,51,97130,226,2.32243,97018,0.9975590,32.352,s
3,Lombardia,Maschi,52,96905,248,2.55984,96781,0.9973579,31.426,s
3,Lombardia,Maschi,53,96657,263,2.72456,96525,0.9971648,30.505,s
3,Lombardia,Maschi,54,96393,284,2.94620,96251,0.9969275,29.587,s
3,Lombardia,Maschi,55,96109,307,3.19922,95956,0.9965733,28.673,s
3,Lombardia,Maschi,56,95802,350,3.65482,95627,0.9960954,27.764,s
3,Lombardia,Maschi,57,95452,397,4.15529,95254,0.9956726,26.864,s
3,Lombardia,Maschi,58,95055,428,4.50032,94841,0.9953202,25.974,s
3,Lombardia,Maschi,59,94627,460,4.86011,94398,0.9949177,25.089,s
3,Lombardia,Maschi,60,94168,500,5.30559,93918,0.9943743,24.209,s
3,Lombardia,Maschi,61,93668,557,5.94754,93389,0.9936822,23.335,s
3,Lombardia,Maschi,62,93111,623,6.69019,92799,0.9929940,22.472,s
3,Lombardia,Maschi,63,92488,677,7.32385,92149,0.9923790,21.620,s
3,Lombardia,Maschi,64,91811,727,7.92025,91447,0.9916119,20.776,s
3,Lombardia,Maschi,65,91083,807,8.85964,90680,0.9906336,19.938,s
3,Lombardia,Maschi,66,90276,892,9.87765,89831,0.9895006,19.111,s
3,Lombardia,Maschi,67,89385,995,11.12745,88887,0.9882210,18.297,s
3,Lombardia,Maschi,68,88390,1099,12.43785,87840,0.9869341,17.497,s
3,Lombardia,Maschi,69,87291,1196,13.70184,86693,0.9855150,16.711,s
3,Lombardia,Maschi,70,86095,1315,15.27912,85437,0.9837431,15.937,s
3,Lombardia,Maschi,71,84779,1462,17.24990,84048,0.9817447,15.176,s
3,Lombardia,Maschi,72,83317,1606,19.27839,82514,0.9797991,14.434,s
3,Lombardia,Maschi,73,81711,1727,21.14157,80847,0.9778172,13.708,s
3,Lombardia,Maschi,74,79983,1859,23.24650,79053,0.9758195,12.993,s
3,Lombardia,Maschi,75,78124,1964,25.13678,77142,0.9736487,12.290,s
3,Lombardia,Maschi,76,76160,2102,27.59716,75109,0.9706930,11.594,s
3,Lombardia,Maschi,77,74058,2301,31.06546,72908,0.9668097,10.909,s
3,Lombardia,Maschi,78,71758,2539,35.38332,70488,0.9623739,10.243,s
3,Lombardia,Maschi,79,69218,2765,39.95115,67836,0.9566750,9.600,s
3,Lombardia,Maschi,80,66453,3113,46.83933,64897,0.9501293,8.979,s
3,Lombardia,Maschi,81,63341,3360,53.05096,61660,0.9436188,8.396,s
3,Lombardia,Maschi,82,59980,3593,59.89797,58184,0.9367617,7.838,s
3,Lombardia,Maschi,83,56388,3766,66.79138,54504,0.9303416,7.306,s
3,Lombardia,Maschi,84,52621,3827,72.73063,50708,0.9233534,6.793,s
3,Lombardia,Maschi,85,48794,3946,80.86975,46821,0.9135278,6.286,s
3,Lombardia,Maschi,86,44848,4151,92.56764,42772,0.9014860,5.795,s
3,Lombardia,Maschi,87,40697,4276,105.06685,38559,0.8872824,5.335,s
3,Lombardia,Maschi,88,36421,4417,121.26649,34213,0.8697745,4.903,s
3,Lombardia,Maschi,89,32004,4494,140.42090,29757,0.8509582,4.511,s
3,Lombardia,Maschi,90,27510,4376,159.07093,25322,0.8318331,4.166,s
3,Lombardia,Maschi,91,23134,4141,178.98341,21064,0.8141492,3.859,s
3,Lombardia,Maschi,92,18993,3689,194.21535,17149,0.7993747,3.592,s
3,Lombardia,Maschi,93,15305,3192,208.58033,13709,0.7819844,3.337,s
3,Lombardia,Maschi,94,12112,2785,229.93755,10720,0.7615951,3.085,s
3,Lombardia,Maschi,95,9327,2326,249.40047,8164,0.7417620,2.857,s
3,Lombardia,Maschi,96,7001,1890,270.01194,6056,0.7192219,2.640,s
3,Lombardia,Maschi,97,5111,1510,295.52640,4356,0.6933246,2.431,s
3,Lombardia,Maschi,98,3600,1161,322.50130,3020,0.6669140,2.241,s
3,Lombardia,Maschi,99,2439,851,348.70920,2014,0.6401274,2.070,s
3,Lombardia,Maschi,100,1589,599,377.01306,1289,0.6123133,1.910,s
3,Lombardia,Maschi,101,990,401,404.81983,789,0.5830168,1.764,s
3,Lombardia,Maschi,102,589,258,437.41960,460,0.5506088,1.623,s
3,Lombardia,Maschi,103,331,156,470.67101,253,0.5176887,1.496,s
3,Lombardia,Maschi,104,175,88,504.30210,131,0.4845224,1.382,s
3,Lombardia,Maschi,105,87,47,538.02265,64,0.4513855,1.280,s
3,Lombardia,Maschi,106,40,23,571.54178,29,0.4185513,1.188,s
3,Lombardia,Maschi,107,17,10,604.57094,12,0.3862843,1.106,s
3,Lombardia,Maschi,108,7,4,636.84173,5,0.3548294,1.033,s
3,Lombardia,Maschi,109,2,2,668.10505,2,0.3244093,0.968,s
3,Lombardia,Maschi,110,1,1,698.14514,1,0.2952152,0.910,s
3,Lombardia,Maschi,111,0,0,726.78082,0,0.2674058,0.859,s
3,Lombardia,Maschi,112,0,0,753.87167,0,0.2411032,0.813,s
3,Lombardia,Maschi,113,0,0,779.31340,0,0.2163967,0.773,s
3,Lombardia,Maschi,114,0,0,803.04204,0,0.1933403,0.738,s
3,Lombardia,Maschi,115,0,0,825.02725,0,0.1719579,0.706,s
3,Lombardia,Maschi,116,0,0,845.27257,0,0.1522440,0.679,s
3,Lombardia,Maschi,117,0,0,863.80661,0,0.1341705,0.654,s
3,Lombardia,Maschi,118,0,0,880.68227,0,0.1176882,0.633,s
3,Lombardia,Maschi,119,0,0,895.96881,0,0.1027327,0.614,s
3,Lombardia,Femmine,0,100000,230,2.30258,99783,0.9997685,85.891,s
3,Lombardia,Femmine,1,99770,19,0.19082,99760,0.9998440,85.088,s
3,Lombardia,Femmine,2,99751,12,0.12108,99745,0.9998974,84.104,s
3,Lombardia,Femmine,3,99739,8,0.08410,99734,0.9999242,83.114,s
3,Lombardia,Femmine,4,99730,7,0.06755,99727,0.9999317,82.121,s
3,Lombardia,Femmine,5,99724,7,0.06913,99720,0.9999287,81.126,s
3,Lombardia,Femmine,6,99717,7,0.07340,99713,0.9999285,80.132,s
3,Lombardia,Femmine,7,99709,7,0.06963,99706,0.9999322,79.138,s
3,Lombardia,Femmine,8,99702,7,0.06587,99699,0.9999350,78.143,s
3,Lombardia,Femmine,9,99696,6,0.06409,99693,0.9999345,77.148,s
3,Lombardia,Femmine,10,99689,7,0.06694,99686,0.9999311,76.153,s
3,Lombardia,Femmine,11,99683,7,0.07085,99679,0.9999231,75.158,s
3,Lombardia,Femmine,12,99676,8,0.08289,99672,0.9999080,74.164,s
3,Lombardia,Femmine,13,99667,10,0.10114,99662,0.9998908,73.170,s
3,Lombardia,Femmine,14,99657,12,0.11731,99651,0.9998768,72.177,s
3,Lombardia,Femmine,15,99646,13,0.12908,99639,0.9998666,71.186,s
3,Lombardia,Femmine,16,99633,14,0.13764,99626,0.9998594,70.195,s
3,Lombardia,Femmine,17,99619,14,0.14363,99612,0.9998586,69.204,s
3,Lombardia,Femmine,18,99605,14,0.13920,99598,0.9998638,68.214,s
3,Lombardia,Femmine,19,99591,13,0.13319,99584,0.9998737,67.224,s
3,Lombardia,Femmine,20,99578,12,0.11937,99572,0.9998890,66.232,s
3,Lombardia,Femmine,21,99566,10,0.10266,99561,0.9998993,65.240,s
3,Lombardia,Femmine,22,99555,10,0.09875,99551,0.9998912,64.247,s
3,Lombardia,Femmine,23,99546,12,0.11877,99540,0.9998726,63.253,s
3,Lombardia,Femmine,24,99534,14,0.13607,99527,0.9998584,62.261,s
3,Lombardia,Femmine,25,99520,15,0.14704,99513,0.9998512,61.269,s
3,Lombardia,Femmine,26,99506,15,0.15050,99498,0.9998499,60.278,s
3,Lombardia,Femmine,27,99491,15,0.14970,99483,0.9998451,59.287,s
3,Lombardia,Femmine,28,99476,16,0.16015,99468,0.9998281,58.296,s
3,Lombardia,Femmine,29,99460,18,0.18357,99451,0.9998066,57.305,s
3,Lombardia,Femmine,30,99442,20,0.20331,99431,0.9997905,56.315,s
3,Lombardia,Femmine,31,99421,21,0.21573,99411,0.9997823,55.327,s
3,Lombardia,Femmine,32,99400,22,0.21958,99389,0.9997793,54.339,s
3,Lombardia,Femmine,33,99378,22,0.22175,99367,0.9997661,53.351,s
3,Lombardia,Femmine,34,99356,24,0.24606,99344,0.9997421,52.362,s
3,Lombardia,Femmine,35,99332,27,0.26984,99318,0.9997156,51.375,s
3,Lombardia,Femmine,36,99305,30,0.29905,99290,0.9996758,50.389,s
3,Lombardia,Femmine,37,99275,35,0.34941,99258,0.9996190,49.404,s
3,Lombardia,Femmine,38,99240,41,0.41260,99220,0.9995551,48.421,s
3,Lombardia,Femmine,39,99199,47,0.47729,99176,0.9994942,47.441,s
3,Lombardia,Femmine,40,99152,53,0.53426,99126,0.9994364,46.463,s
3,Lombardia,Femmine,41,99099,59,0.59301,99070,0.9993870,45.488,s
3,Lombardia,Femmine,42,99040,63,0.63304,99009,0.9993447,44.514,s
3,Lombardia,Femmine,43,98978,67,0.67755,98944,0.9992858,43.542,s
3,Lombardia,Femmine,44,98911,74,0.75093,98874,0.9992037,42.571,s
3,Lombardia,Femmine,45,98836,83,0.84175,98795,0.9991133,41.603,s
3,Lombardia,Femmine,46,98753,92,0.93173,98707,0.9990222,40.638,s
3,Lombardia,Femmine,47,98661,101,1.02396,98611,0.9989364,39.675,s
3,Lombardia,Femmine,48,98560,109,1.10326,98506,0.9988639,38.715,s
3,Lombardia,Femmine,49,98451,115,1.16903,98394,0.9987797,37.757,s
3,Lombardia,Femmine,50,98336,125,1.27172,98274,0.9986920,36.801,s
3,Lombardia,Femmine,51,98211,132,1.34431,98145,0.9986013,35.847,s
3,Lombardia,Femmine,52,98079,143,1.45320,98008,0.9985001,34.895,s
3,Lombardia,Femmine,53,97937,151,1.54675,97861,0.9983555,33.945,s
3,Lombardia,Femmine,54,97785,170,1.74238,97700,0.9981608,32.997,s
3,Lombardia,Femmine,55,97615,189,1.93627,97520,0.9979347,32.053,s
3,Lombardia,Femmine,56,97426,214,2.19461,97319,0.9976914,31.115,s
3,Lombardia,Femmine,57,97212,236,2.42276,97094,0.9974094,30.182,s
3,Lombardia,Femmine,58,96976,268,2.75890,96843,0.9971548,29.254,s
3,Lombardia,Femmine,59,96709,284,2.93170,96567,0.9969587,28.333,s
3,Lombardia,Femmine,60,96425,304,3.15118,96274,0.9967158,27.415,s
3,Lombardia,Femmine,61,96122,329,3.41768,95957,0.9963666,26.500,s
3,Lombardia,Femmine,62,95793,369,3.84980,95609,0.9958828,25.590,s
3,Lombardia,Femmine,63,95424,418,4.38554,95215,0.9953200,24.687,s
3,Lombardia,Femmine,64,95006,473,4.97582,94769,0.9947817,23.793,s
3,Lombardia,Femmine,65,94533,516,5.46200,94275,0.9943427,22.910,s
3,Lombardia,Femmine,66,94017,550,5.85377,93742,0.9939621,22.033,s
3,Lombardia,Femmine,67,93466,582,6.22318,93176,0.9934660,21.159,s
3,Lombardia,Femmine,68,92885,636,6.84678,92567,0.9927142,20.289,s
3,Lombardia,Femmine,69,92249,713,7.72789,91892,0.9917840,19.425,s
3,Lombardia,Femmine,70,91536,797,8.70801,91137,0.9908294,18.573,s
3,Lombardia,Femmine,71,90739,874,9.63721,90302,0.9897706,17.731,s
3,Lombardia,Femmine,72,89864,973,10.82745,89378,0.9885660,16.899,s
3,Lombardia,Femmine,73,88891,1071,12.04715,88356,0.9871345,16.079,s
3,Lombardia,Femmine,74,87820,1203,13.69387,87219,0.9855006,15.269,s
3,Lombardia,Femmine,75,86618,1327,15.31607,85954,0.9837436,14.474,s
3,Lombardia,Femmine,76,85291,1468,17.21142,84557,0.9818260,13.691,s
3,Lombardia,Femmine,77,83823,1606,19.15346,83020,0.9794594,12.922,s
3,Lombardia,Femmine,78,82218,1805,21.95487,81315,0.9767741,12.164,s
3,Lombardia,Femmine,79,80413,1972,24.52537,79427,0.9734641,11.426,s
3,Lombardia,Femmine,80,78440,2243,28.59696,77319,0.9692570,10.701,s
3,Lombardia,Femmine,81,76197,2511,32.95230,74942,0.9646932,10.001,s
3,Lombardia,Femmine,82,73686,2781,37.74149,72296,0.9593803,9.325,s
3,Lombardia,Femmine,83,70905,3092,43.61072,69359,0.9536307,8.671,s
3,Lombardia,Femmine,84,67813,3340,49.25365,66143,0.9469970,8.044,s
3,Lombardia,Femmine,85,64473,3672,56.94660,62637,0.9382112,7.435,s
3,Lombardia,Femmine,86,60802,4069,66.92344,58767,0.9279306,6.853,s
3,Lombardia,Femmine,87,56733,4402,77.58438,54532,0.9156702,6.309,s
3,Lombardia,Femmine,88,52331,4796,91.64249,49933,0.9015366,5.798,s
3,Lombardia,Femmine,89,47535,5037,105.97249,45017,0.8869257,5.332,s
3,Lombardia,Femmine,90,42498,5143,121.01798,39926,0.8714196,4.905,s
3,Lombardia,Femmine,91,37355,5124,137.18411,34793,0.8554610,4.511,s
3,Lombardia,Femmine,92,32230,4933,153.06337,29764,0.8377523,4.149,s
3,Lombardia,Femmine,93,27297,4725,173.09198,24935,0.8179823,3.809,s
3,Lombardia,Femmine,94,22572,4352,192.81168,20396,0.7972551,3.501,s
3,Lombardia,Femmine,95,18220,3918,215.05096,16261,0.7761927,3.218,s
3,Lombardia,Femmine,96,14302,3360,234.96252,12622,0.7546220,2.963,s
3,Lombardia,Femmine,97,10941,2834,258.99226,9525,0.7300557,2.719,s
3,Lombardia,Femmine,98,8108,2308,284.72431,6953,0.7038145,2.495,s
3,Lombardia,Femmine,99,5799,1811,312.20893,4894,0.6759474,2.289,s
3,Lombardia,Femmine,100,3989,1361,341.27243,3308,0.6466917,2.101,s
3,Lombardia,Femmine,101,2627,976,371.57960,2139,0.6164124,1.931,s
3,Lombardia,Femmine,102,1651,665,402.69573,1319,0.5853750,1.777,s
3,Lombardia,Femmine,103,986,429,434.59697,772,0.5536869,1.638,s
3,Lombardia,Femmine,104,558,260,467.03482,427,0.5215928,1.512,s
3,Lombardia,Femmine,105,297,149,499.74511,223,0.4893467,1.400,s
3,Lombardia,Femmine,106,149,79,532.45847,109,0.4572047,1.298,s
3,Lombardia,Femmine,107,70,39,564.90423,50,0.4254177,1.208,s
3,Lombardia,Femmine,108,30,18,596.82598,21,0.3942204,1.127,s
3,Lombardia,Femmine,109,12,8,627.98758,8,0.3638272,1.054,s
3,Lombardia,Femmine,110,5,3,658.17536,3,0.3344284,0.989,s
3,Lombardia,Femmine,111,2,1,687.20917,1,0.3061825,0.932,s
3,Lombardia,Femmine,112,0,0,714.94466,0,0.2792156,0.881,s
3,Lombardia,Femmine,113,0,0,741.27077,0,0.2536232,0.835,s
3,Lombardia,Femmine,114,0,0,766.11204,0,0.2294685,0.794,s
3,Lombardia,Femmine,115,0,0,789.42700,0,0.2067849,0.758,s
3,Lombardia,Femmine,116,0,0,811.20460,0,0.1855791,0.726,s
3,Lombardia,Femmine,117,0,0,831.45658,0,0.1658369,0.698,s
3,Lombardia,Femmine,118,0,0,850.22168,0,0.1475209,0.672,s
3,Lombardia,Femmine,119,0,0,867.55098,0,0.1305820,0.650,s
4,Trentino-Alto Adige,Maschi e femmine,0,100000,222,2.21715,99791,0.9997309,84.288,s
4,Trentino-Alto Adige,Maschi e femmine,1,99778,28,0.27607,99765,0.9997626,83.474,s
4,Trentino-Alto Adige,Maschi e femmine,2,99751,20,0.19878,99741,0.9998421,82.497,s
4,Trentino-Alto Adige,Maschi e femmine,3,99731,12,0.11699,99725,0.9998948,81.513,s
4,Trentino-Alto Adige,Maschi e femmine,4,99719,9,0.09334,99715,0.9999069,80.523,s
4,Trentino-Alto Adige,Maschi e femmine,5,99710,9,0.09285,99705,0.9999170,79.530,s
4,Trentino-Alto Adige,Maschi e femmine,6,99701,7,0.07308,99697,0.9999189,78.538,s
4,Trentino-Alto Adige,Maschi e femmine,7,99693,9,0.08917,99689,0.9999000,77.543,s
4,Trentino-Alto Adige,Maschi e femmine,8,99685,11,0.11088,99679,0.9998926,76.550,s
4,Trentino-Alto Adige,Maschi e femmine,9,99673,10,0.10394,99668,0.9998914,75.559,s
4,Trentino-Alto Adige,Maschi e femmine,10,99663,11,0.11322,99657,0.9998931,74.567,s
4,Trentino-Alto Adige,Maschi e femmine,11,99652,10,0.10062,99647,0.9999017,73.575,s
4,Trentino-Alto Adige,Maschi e femmine,12,99642,10,0.09594,99637,0.9999026,72.582,s
4,Trentino-Alto Adige,Maschi e femmine,13,99632,10,0.09890,99627,0.9998951,71.589,s
4,Trentino-Alto Adige,Maschi e femmine,14,99622,11,0.11085,99617,0.9998807,70.596,s
4,Trentino-Alto Adige,Maschi e femmine,15,99611,13,0.12769,99605,0.9998596,69.604,s
4,Trentino-Alto Adige,Maschi e femmine,16,99599,15,0.15320,99591,0.9998219,68.613,s
4,Trentino-Alto Adige,Maschi e femmine,17,99583,20,0.20293,99573,0.9997761,67.623,s
4,Trentino-Alto Adige,Maschi e femmine,18,99563,24,0.24497,99551,0.9997322,66.637,s
4,Trentino-Alto Adige,Maschi e femmine,19,99539,29,0.29056,99524,0.9996727,65.653,s
4,Trentino-Alto Adige,Maschi e femmine,20,99510,36,0.36413,99492,0.9996165,64.672,s
4,Trentino-Alto Adige,Maschi e femmine,21,99474,40,0.40289,99454,0.9995963,63.695,s
4,Trentino-Alto Adige,Maschi e femmine,22,99434,40,0.40455,99413,0.9995886,62.721,s
4,Trentino-Alto Adige,Maschi e femmine,23,99393,42,0.41815,99373,0.9995728,61.746,s
4,Trentino-Alto Adige,Maschi e femmine,24,99352,43,0.43623,99330,0.9996044,60.772,s
4,Trentino-Alto Adige,Maschi e femmine,25,99308,35,0.35490,99291,0.9996370,59.798,s
4,Trentino-Alto Adige,Maschi e femmine,26,99273,37,0.37106,99255,0.9996110,58.819,s
4,Trentino-Alto Adige,Maschi e femmine,27,99236,40,0.40692,99216,0.9995843,57.841,s
4,Trentino-Alto Adige,Maschi e femmine,28,99196,42,0.42439,99175,0.9995657,56.864,s
4,Trentino-Alto Adige,Maschi e femmine,29,99154,44,0.44418,99132,0.9995328,55.888,s
4,Trentino-Alto Adige,Maschi e femmine,30,99110,49,0.49017,99085,0.9995196,54.913,s
4,Trentino-Alto Adige,Maschi e femmine,31,99061,47,0.47061,99038,0.9995461,53.939,s
4,Trentino-Alto Adige,Maschi e femmine,32,99015,43,0.43709,98993,0.9995683,52.964,s
4,Trentino-Alto Adige,Maschi e femmine,33,98971,42,0.42621,98950,0.9995696,51.987,s
4,Trentino-Alto Adige,Maschi e femmine,34,98929,43,0.43462,98908,0.9995433,51.009,s
4,Trentino-Alto Adige,Maschi e femmine,35,98886,47,0.47883,98862,0.9994899,50.031,s
4,Trentino-Alto Adige,Maschi e femmine,36,98839,54,0.54148,98812,0.9994332,49.055,s
4,Trentino-Alto Adige,Maschi e femmine,37,98785,58,0.59213,98756,0.9993814,48.081,s
4,Trentino-Alto Adige,Maschi e femmine,38,98727,64,0.64507,98695,0.9993209,47.109,s
4,Trentino-Alto Adige,Maschi e femmine,39,98663,70,0.71315,98628,0.9992509,46.140,s
4,Trentino-Alto Adige,Maschi e femmine,40,98593,77,0.78508,98554,0.9992014,45.172,s
4,Trentino-Alto Adige,Maschi e femmine,41,98515,80,0.81214,98475,0.9992149,44.207,s
4,Trentino-Alto Adige,Maschi e femmine,42,98435,75,0.75805,98398,0.9991976,43.243,s
4,Trentino-Alto Adige,Maschi e femmine,43,98361,83,0.84679,98319,0.9991207,42.275,s
4,Trentino-Alto Adige,Maschi e femmine,44,98277,90,0.91191,98233,0.9990365,41.311,s
4,Trentino-Alto Adige,Maschi e femmine,45,98188,100,1.01507,98138,0.9989246,40.348,s
4,Trentino-Alto Adige,Maschi e femmine,46,98088,111,1.13589,98032,0.9987749,39.388,s
4,Trentino-Alto Adige,Maschi e femmine,47,97977,129,1.31449,97912,0.9986392,38.433,s
4,Trentino-Alto Adige,Maschi e femmine,48,97848,138,1.40714,97779,0.9985736,37.482,s
4,Trentino-Alto Adige,Maschi e femmine,49,97710,141,1.44567,97640,0.9985170,36.535,s
4,Trentino-Alto Adige,Maschi e femmine,50,97569,148,1.52037,97495,0.9983486,35.587,s
4,Trentino-Alto Adige,Maschi e femmine,51,97421,174,1.78272,97334,0.9981078,34.640,s
4,Trentino-Alto Adige,Maschi e femmine,52,97247,195,2.00187,97150,0.9978886,33.701,s
4,Trentino-Alto Adige,Maschi e femmine,53,97052,216,2.22111,96944,0.9976815,32.768,s
4,Trentino-Alto Adige,Maschi e femmine,54,96837,234,2.41607,96720,0.9975089,31.840,s
4,Trentino-Alto Adige,Maschi e femmine,55,96603,248,2.56630,96479,0.9972666,30.915,s
4,Trentino-Alto Adige,Maschi e femmine,56,96355,280,2.90096,96215,0.9969784,29.994,s
4,Trentino-Alto Adige,Maschi e femmine,57,96075,302,3.14255,95924,0.9967499,29.080,s
4,Trentino-Alto Adige,Maschi e femmine,58,95773,322,3.35803,95613,0.9965214,28.170,s
4,Trentino-Alto Adige,Maschi e femmine,59,95452,344,3.59948,95280,0.9962768,27.263,s
4,Trentino-Alto Adige,Maschi e femmine,60,95108,366,3.84728,94925,0.9959566,26.360,s
4,Trentino-Alto Adige,Maschi e femmine,61,94742,402,4.24031,94541,0.9955381,25.459,s
4,Trentino-Alto Adige,Maschi e femmine,62,94341,442,4.68446,94120,0.9949200,24.566,s
4,Trentino-Alto Adige,Maschi e femmine,63,93899,514,5.47734,93641,0.9941650,23.679,s
