Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,222,2.22300,99791,0.9997776,82.598
1,Piemonte,Maschi e femmine,1,99778,18,0.18204,99769,0.9998291,81.781
1,Piemonte,Maschi e femmine,2,99760,16,0.15969,99752,0.9998545,80.796
1,Piemonte,Maschi e femmine,3,99744,13,0.13129,99737,0.9998823,79.808
1,Piemonte,Maschi e femmine,4,99731,10,0.10415,99725,0.9999072,78.819
1,Piemonte,Maschi e femmine,5,99720,8,0.08154,99716,0.9999244,77.827
1,Piemonte,Maschi e femmine,6,99712,7,0.06973,99709,0.9999324,76.833
1,Piemonte,Maschi e femmine,7,99705,7,0.06544,99702,0.9999361,75.839
1,Piemonte,Maschi e femmine,8,99699,6,0.06238,99695,0.9999378,74.843
1,Piemonte,Maschi e femmine,9,99692,6,0.06205,99689,0.9999338,73.848
1,Piemonte,Maschi e femmine,10,99686,7,0.07035,99683,0.9999196,72.853
1,Piemonte,Maschi e femmine,11,99679,9,0.09035,99675,0.9998982,71.858
1,Piemonte,Maschi e femmine,12,99670,11,0.11335,99664,0.9998751,70.864
1,Piemonte,Maschi e femmine,13,99659,14,0.13640,99652,0.9998572,69.872
1,Piemonte,Maschi e femmine,14,99645,15,0.14918,99638,0.9998478,68.882
1,Piemonte,Maschi e femmine,15,99630,15,0.15519,99623,0.9998388,67.892
1,Piemonte,Maschi e femmine,16,99615,17,0.16718,99607,0.9998240,66.902
1,Piemonte,Maschi e femmine,17,99598,18,0.18487,99589,0.9998043,65.913
1,Piemonte,Maschi e femmine,18,99580,21,0.20654,99570,0.9997764,64.925
1,Piemonte,Maschi e femmine,19,99559,24,0.24071,99547,0.9997481,63.939
1,Piemonte,Maschi e femmine,20,99535,26,0.26299,99522,0.9997258,62.954
1,Piemonte,Maschi e femmine,21,99509,28,0.28534,99495,0.9997022,61.971
1,Piemonte,Maschi e femmine,22,99481,31,0.31026,99465,0.9996774,60.988
1,Piemonte,Maschi e femmine,23,99450,33,0.33501,99433,0.9996585,60.007
1,Piemonte,Maschi e femmine,24,99417,35,0.34808,99399,0.9996451,59.027
1,Piemonte,Maschi e femmine,25,99382,36,0.36163,99364,0.9996497,58.047
1,Piemonte,Maschi e femmine,26,99346,34,0.33904,99329,0.9996699,57.068
1,Piemonte,Maschi e femmine,27,99312,32,0.32110,99296,0.9996783,56.087
1,Piemonte,Maschi e femmine,28,99280,32,0.32238,99264,0.9996653,55.105
1,Piemonte,Maschi e femmine,29,99248,34,0.34693,99231,0.9996397,54.123
1,Piemonte,Maschi e femmine,30,99214,37,0.37376,99195,0.9996044,53.141
1,Piemonte,Maschi e femmine,31,99177,41,0.41737,99156,0.9995670,52.161
1,Piemonte,Maschi e femmine,32,99135,44,0.44871,99113,0.9995315,51.182
1,Piemonte,Maschi e femmine,33,99091,48,0.48829,99067,0.9994843,50.205
1,Piemonte,Maschi e femmine,34,99043,54,0.54322,99016,0.9994332,49.230
1,Piemonte,Maschi e femmine,35,98989,58,0.59043,98960,0.9993848,48.256
1,Piemonte,Maschi e femmine,36,98930,63,0.63989,98899,0.9993341,47.284
1,Piemonte,Maschi e femmine,37,98867,68,0.69203,98833,0.9992782,46.314
1,Piemonte,Maschi e femmine,38,98799,74,0.75158,98762,0.9992292,45.346
1,Piemonte,Maschi e femmine,39,98724,78,0.78999,98685,0.9991910,44.380
1,Piemonte,Maschi e femmine,40,98646,82,0.82807,98606,0.9991319,43.414
1,Piemonte,Maschi e femmine,41,98565,90,0.90810,98520,0.9990525,42.450
1,Piemonte,Maschi e femmine,42,98475,97,0.98699,98427,0.9989668,41.488
1,Piemonte,Maschi e femmine,43,98378,106,1.07946,98325,0.9988664,40.528
1,Piemonte,Maschi e femmine,44,98272,117,1.18777,98213,0.9987737,39.572
1,Piemonte,Maschi e femmine,45,98155,124,1.26497,98093,0.9986515,38.618
1,Piemonte,Maschi e femmine,46,98031,140,1.43214,97961,0.9984900,37.666
1,Piemonte,Maschi e femmine,47,97891,155,1.58804,97813,0.9983144,36.720
1,Piemonte,Maschi e femmine,48,97735,174,1.78339,97648,0.9981448,35.777
1,Piemonte,Maschi e femmine,49,97561,188,1.92717,97467,0.9979984,34.840
1,Piemonte,Maschi e femmine,50,97373,202,2.07622,97272,0.9978187,33.907
1,Piemonte,Maschi e femmine,51,97171,222,2.28666,97060,0.9975744,32.976
1,Piemonte,Maschi e femmine,52,96948,249,2.56491,96824,0.9973442,32.051
1,Piemonte,Maschi e femmine,53,96700,266,2.74685,96567,0.9970848,31.132
1,Piemonte,Maschi e femmine,54,96434,297,3.08396,96285,0.9967582,30.216
1,Piemonte,Maschi e femmine,55,96137,327,3.40022,95973,0.9964018,29.308
1,Piemonte,Maschi e femmine,56,95810,364,3.79686,95628,0.9960327,28.406
1,Piemonte,Maschi e femmine,57,95446,395,4.13837,95249,0.9957659,27.513
1,Piemonte,Maschi e femmine,58,95051,412,4.33020,94845,0.9955389,26.625
1,Piemonte,Maschi e femmine,59,94639,435,4.59252,94422,0.9951517,25.739
1,Piemonte,Maschi e femmine,60,94205,481,5.10529,93964,0.9945706,24.855
1,Piemonte,Maschi e femmine,61,93724,539,5.75514,93454,0.9938808,23.980
1,Piemonte,Maschi e femmine,62,93185,604,6.48531,92882,0.9931158,23.116
1,Piemonte,Maschi e femmine,63,92580,675,7.28571,92243,0.9924249,22.264
1,Piemonte,Maschi e femmine,64,91906,723,7.86663,91544,0.9917013,21.423
1,Piemonte,Maschi e femmine,65,91183,796,8.73415,90784,0.9909959,20.589
1,Piemonte,Maschi e femmine,66,90386,838,9.27642,89967,0.9903360,19.766
1,Piemonte,Maschi e femmine,67,89548,900,10.05512,89098,0.9894170,18.947
1,Piemonte,Maschi e femmine,68,88647,985,11.11633,88155,0.9880998,18.134
1,Piemonte,Maschi e femmine,69,87662,1113,12.69295,87106,0.9866468,17.332
1,Piemonte,Maschi e femmine,70,86549,1214,14.02190,85942,0.9850769,16.549
1,Piemonte,Maschi e femmine,71,85336,1351,15.83711,84660,0.9836392,15.777
1,Piemonte,Maschi e femmine,72,83984,1419,16.89293,83275,0.9825401,15.023
1,Piemonte,Maschi e femmine,73,82565,1489,18.03667,81821,0.9811831,14.272
1,Piemonte,Maschi e femmine,74,81076,1590,19.61140,80281,0.9796028,13.525
1,Piemonte,Maschi e femmine,75,79486,1685,21.19876,78644,0.9773890,12.786
1,Piemonte,Maschi e femmine,76,77801,1871,24.05388,76866,0.9739126,12.052
1,Piemonte,Maschi e femmine,77,75930,2139,28.17114,74860,0.9698503,11.337
1,Piemonte,Maschi e femmine,78,73791,2375,32.18570,72603,0.9653384,10.651
1,Piemonte,Maschi e femmine,79,71416,2658,37.21981,70087,0.9601984,9.988
1,Piemonte,Maschi e femmine,80,68758,2921,42.48327,67297,0.9545319,9.355
1,Piemonte,Maschi e femmine,81,65837,3199,48.58538,64237,0.9481615,8.748
1,Piemonte,Maschi e femmine,82,62638,3461,55.25779,60907,0.9414073,8.169
1,Piemonte,Maschi e femmine,83,59177,3676,62.12267,57339,0.9343464,7.618
1,Piemonte,Maschi e femmine,84,55501,3853,69.41848,53574,0.9263631,7.089
1,Piemonte,Maschi e femmine,85,51648,4037,78.16991,49629,0.9168085,6.581
1,Piemonte,Maschi e femmine,86,47610,4220,88.63882,45500,0.9054165,6.096
1,Piemonte,Maschi e femmine,87,43390,4387,101.10626,41197,0.8926358,5.641
1,Piemonte,Maschi e femmine,88,39003,4459,114.32609,36774,0.8786902,5.219
1,Piemonte,Maschi e femmine,89,34544,4463,129.19509,32313,0.8627594,4.828
1,Piemonte,Maschi e femmine,90,30081,4406,146.47981,27878,0.8448913,4.470
1,Piemonte,Maschi e femmine,91,25675,4242,165.21851,23554,0.8288173,4.151
1,Piemonte,Maschi e femmine,92,21433,3822,178.32737,19522,0.8185090,3.874
1,Piemonte,Maschi e femmine,93,17611,3264,185.34124,15979,0.8090160,3.606
1,Piemonte,Maschi e femmine,94,14347,2839,197.91049,12927,0.7921246,3.313
1,Piemonte,Maschi e femmine,95,11507,2535,220.29906,10240,0.7622116,3.007
1,Piemonte,Maschi e femmine,96,8972,2335,260.21914,7805,0.7284935,2.716
1,Piemonte,Maschi e femmine,97,6638,1903,286.76426,5686,0.7025107,2.495
1,Piemonte,Maschi e femmine,98,4734,1480,312.52648,3994,0.6768170,2.297
1,Piemonte,Maschi e femmine,99,3255,1102,338.68409,2703,0.6496181,2.114
1,Piemonte,Maschi e femmine,100,2152,792,368.07055,1756,0.6188732,1.940
1,Piemonte,Maschi e femmine,101,1360,546,401.78761,1087,0.5861546,1.779
1,Piemonte,Maschi e femmine,102,814,353,434.00187,637,0.5541293,1.639
1,Piemonte,Maschi e femmine,103,461,215,466.84030,353,0.5216180,1.512
1,Piemonte,Maschi e femmine,104,246,123,500.02964,184,0.4888867,1.397
1,Piemonte,Maschi e femmine,105,123,65,533.28196,90,0.4562090,1.295
1,Piemonte,Maschi e femmine,106,57,32,566.30792,41,0.4238570,1.203
1,Piemonte,Maschi e femmine,107,25,15,598.82051,17,0.3920943,1.121
1,Piemonte,Maschi e femmine,108,10,6,630.55186,7,0.3611644,1.048
1,Piemonte,Maschi e femmine,109,4,2,661.25745,2,0.3312873,0.983
1,Piemonte,Maschi e femmine,110,1,1,690.72127,1,0.3026544,0.925
1,Piemonte,Maschi e femmine,111,0,0,718.76428,0,0.2754226,0.874
1,Piemonte,Maschi e femmine,112,0,0,745.24743,0,0.2497132,0.828
1,Piemonte,Maschi e femmine,113,0,0,770.06806,0,0.2256145,0.788
1,Piemonte,Maschi e femmine,114,0,0,793.16233,0,0.2031803,0.753
1,Piemonte,Maschi e femmine,115,0,0,814.50203,0,0.1824328,0.722
1,Piemonte,Maschi e femmine,116,0,0,834.09148,0,0.1633660,0.694
1,Piemonte,Maschi e femmine,117,0,0,851.95914,0,0.1459516,0.670
1,Piemonte,Maschi e femmine,118,0,0,868.16081,0,0.1301380,0.649
1,Piemonte,Maschi e femmine,119,0,0,882.76592,0,0.1158599,0.631
1,Piemonte,Maschi,0,100000,260,2.60070,99755,0.9997691,80.317
1,Piemonte,Maschi,1,99740,15,0.15409,99732,0.9998511,79.525
1,Piemonte,Maschi,2,99725,14,0.14375,99717,0.9998678,78.537
1,Piemonte,Maschi,3,99710,12,0.12067,99704,0.9998911,77.548
1,Piemonte,Maschi,4,99698,10,0.09714,99693,0.9999115,76.558
1,Piemonte,Maschi,5,99689,8,0.07990,99685,0.9999214,75.565
1,Piemonte,Maschi,6,99681,8,0.07739,99677,0.9999242,74.571
1,Piemonte,Maschi,7,99673,7,0.07415,99669,0.9999304,73.577
1,Piemonte,Maschi,8,99665,6,0.06513,99662,0.9999381,72.582
1,Piemonte,Maschi,9,99659,6,0.05874,99656,0.9999361,71.587
1,Piemonte,Maschi,10,99653,7,0.06904,99650,0.9999160,70.591
1,Piemonte,Maschi,11,99646,10,0.09891,99641,0.9998839,69.596
1,Piemonte,Maschi,12,99636,13,0.13338,99630,0.9998473,68.603
1,Piemonte,Maschi,13,99623,17,0.17201,99615,0.9998141,67.612
1,Piemonte,Maschi,14,99606,20,0.19974,99596,0.9997932,66.623
1,Piemonte,Maschi,15,99586,21,0.21387,99575,0.9997761,65.637
1,Piemonte,Maschi,16,99565,23,0.23386,99553,0.9997566,64.651
1,Piemonte,Maschi,17,99541,25,0.25304,99529,0.9997355,63.666
1,Piemonte,Maschi,18,99516,27,0.27604,99503,0.9997034,62.682
