Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,1201,12.01471,98869,0.9989358,74.758
1,Piemonte,Maschi e femmine,1,98799,69,0.69498,98764,0.9994002,74.661
1,Piemonte,Maschi e femmine,2,98730,50,0.50453,98705,0.9995643,73.712
1,Piemonte,Maschi e femmine,3,98680,36,0.36688,98662,0.9996774,72.749
1,Piemonte,Maschi e femmine,4,98644,27,0.27826,98630,0.9997338,71.776
1,Piemonte,Maschi e femmine,5,98616,25,0.25409,98604,0.9997476,70.796
1,Piemonte,Maschi e femmine,6,98591,25,0.25075,98579,0.9997566,69.814
1,Piemonte,Maschi e femmine,7,98567,23,0.23612,98555,0.9997655,68.831
1,Piemonte,Maschi e femmine,8,98543,23,0.23297,98532,0.9997749,67.847
1,Piemonte,Maschi e femmine,9,98520,21,0.21726,98510,0.9997866,66.863
1,Piemonte,Maschi e femmine,10,98499,21,0.20958,98489,0.9997832,65.877
1,Piemonte,Maschi e femmine,11,98478,22,0.22393,98467,0.9997671,64.891
1,Piemonte,Maschi e femmine,12,98456,24,0.24194,98444,0.9997444,63.905
1,Piemonte,Maschi e femmine,13,98432,27,0.26922,98419,0.9996972,62.921
1,Piemonte,Maschi e femmine,14,98406,33,0.33630,98389,0.9996022,61.938
1,Piemonte,Maschi e femmine,15,98373,45,0.45929,98350,0.9994754,60.958
1,Piemonte,Maschi e femmine,16,98328,58,0.58993,98299,0.9993541,59.986
1,Piemonte,Maschi e femmine,17,98270,69,0.70182,98235,0.9992770,59.021
1,Piemonte,Maschi e femmine,18,98201,73,0.74415,98164,0.9992596,58.062
1,Piemonte,Maschi e femmine,19,98128,72,0.73667,98092,0.9992697,57.105
1,Piemonte,Maschi e femmine,20,98055,71,0.72385,98020,0.9992796,56.147
1,Piemonte,Maschi e femmine,21,97984,70,0.71696,97949,0.9992823,55.187
1,Piemonte,Maschi e femmine,22,97914,70,0.71836,97879,0.9992856,54.226
1,Piemonte,Maschi e femmine,23,97844,70,0.71042,97809,0.9992915,53.265
1,Piemonte,Maschi e femmine,24,97774,69,0.70662,97740,0.9992884,52.302
1,Piemonte,Maschi e femmine,25,97705,70,0.71663,97670,0.9992660,51.339
1,Piemonte,Maschi e femmine,26,97635,73,0.75132,97598,0.9992417,50.376
1,Piemonte,Maschi e femmine,27,97562,75,0.76520,97524,0.9992330,49.413
1,Piemonte,Maschi e femmine,28,97487,75,0.76875,97450,0.9992289,48.451
1,Piemonte,Maschi e femmine,29,97412,75,0.77341,97375,0.9992161,47.487
1,Piemonte,Maschi e femmine,30,97337,77,0.79447,97298,0.9991895,46.524
1,Piemonte,Maschi e femmine,31,97260,80,0.82650,97219,0.9991575,45.560
1,Piemonte,Maschi e femmine,32,97179,83,0.85845,97137,0.9991021,44.598
1,Piemonte,Maschi e femmine,33,97096,91,0.93743,97050,0.9990287,43.636
1,Piemonte,Maschi e femmine,34,97005,98,1.00525,96956,0.9989636,42.676
1,Piemonte,Maschi e femmine,35,96907,103,1.06754,96855,0.9989005,41.718
1,Piemonte,Maschi e femmine,36,96804,110,1.13148,96749,0.9988348,40.762
1,Piemonte,Maschi e femmine,37,96694,116,1.19898,96636,0.9987529,39.808
1,Piemonte,Maschi e femmine,38,96578,125,1.29523,96516,0.9985846,38.855
1,Piemonte,Maschi e femmine,39,96453,148,1.53566,96379,0.9983310,37.905
1,Piemonte,Maschi e femmine,40,96305,174,1.80246,96218,0.9980763,36.963
1,Piemonte,Maschi e femmine,41,96131,197,2.04517,96033,0.9978296,36.028
1,Piemonte,Maschi e femmine,42,95935,220,2.29588,95825,0.9976267,35.101
1,Piemonte,Maschi e femmine,43,95715,235,2.45086,95597,0.9974716,34.181
1,Piemonte,Maschi e femmine,44,95480,249,2.60610,95356,0.9973072,33.264
1,Piemonte,Maschi e femmine,45,95231,265,2.77983,95099,0.9970816,32.349
1,Piemonte,Maschi e femmine,46,94966,290,3.05732,94821,0.9967795,31.438
1,Piemonte,Maschi e femmine,47,94676,320,3.38423,94516,0.9963924,30.533
1,Piemonte,Maschi e femmine,48,94356,362,3.83168,94175,0.9959725,29.635
1,Piemonte,Maschi e femmine,49,93994,397,4.22398,93796,0.9955485,28.747
1,Piemonte,Maschi e femmine,50,93597,438,4.67990,93378,0.9950671,27.867
1,Piemonte,Maschi e femmine,51,93159,483,5.18713,92918,0.9944705,26.995
1,Piemonte,Maschi e femmine,52,92676,544,5.87375,92404,0.9938417,26.134
1,Piemonte,Maschi e femmine,53,92132,594,6.44446,91835,0.9932712,25.285
1,Piemonte,Maschi e femmine,54,91538,642,7.01492,91217,0.9926084,24.446
1,Piemonte,Maschi e femmine,55,90896,706,7.77093,90543,0.9916764,23.615
1,Piemonte,Maschi e femmine,56,90189,801,8.88066,89789,0.9907424,22.796
1,Piemonte,Maschi e femmine,57,89388,862,9.63791,88958,0.9899630,21.996
1,Piemonte,Maschi e femmine,58,88527,924,10.44002,88065,0.9892504,21.205
1,Piemonte,Maschi e femmine,59,87603,969,11.06254,87118,0.9884199,20.423
1,Piemonte,Maschi e femmine,60,86634,1049,12.10339,86109,0.9873331,19.646
1,Piemonte,Maschi e femmine,61,85585,1133,13.23726,85019,0.9860905,18.881
1,Piemonte,Maschi e femmine,62,84452,1232,14.59071,83836,0.9851398,18.127
1,Piemonte,Maschi e femmine,63,83220,1259,15.13364,82590,0.9843819,17.388
1,Piemonte,Maschi e femmine,64,81960,1320,16.10993,81300,0.9830931,16.648
1,Piemonte,Maschi e femmine,65,80640,1429,17.71695,79926,0.9803748,15.912
1,Piemonte,Maschi e femmine,66,79211,1708,21.56795,78357,0.9768193,15.190
1,Piemonte,Maschi e femmine,67,77503,1924,24.82907,76541,0.9739474,14.514
1,Piemonte,Maschi e femmine,68,75579,2064,27.30736,74547,0.9720993,13.871
1,Piemonte,Maschi e femmine,69,73515,2096,28.51064,72467,0.9713786,13.246
1,Piemonte,Maschi e femmine,70,71419,2052,28.73543,70393,0.9704013,12.620
1,Piemonte,Maschi e femmine,71,69367,2115,30.48757,68309,0.9678837,11.979
1,Piemonte,Maschi e femmine,72,67252,2273,33.79622,66115,0.9642250,11.340
1,Piemonte,Maschi e femmine,73,64979,2458,37.82292,63750,0.9602999,10.719
1,Piemonte,Maschi e femmine,74,62521,2604,41.65108,61219,0.9561956,10.121
1,Piemonte,Maschi e femmine,75,59917,2759,46.05133,58537,0.9519020,9.539
1,Piemonte,Maschi e femmine,76,57158,2872,50.24342,55722,0.9465691,8.975
1,Piemonte,Maschi e femmine,77,54286,3083,56.78692,52745,0.9400511,8.424
1,Piemonte,Maschi e femmine,78,51203,3241,63.30118,49583,0.9329622,7.901
1,Piemonte,Maschi e femmine,79,47962,3407,71.02688,46259,0.9254557,7.401
1,Piemonte,Maschi e femmine,80,44555,3490,78.33069,42810,0.9170217,6.928
1,Piemonte,Maschi e femmine,81,41065,3615,88.02097,39258,0.9064612,6.475
1,Piemonte,Maschi e femmine,82,37451,3730,99.58913,35586,0.8958313,6.051
1,Piemonte,Maschi e femmine,83,33721,3684,109.25470,31879,0.8865365,5.665
1,Piemonte,Maschi e femmine,84,30037,3550,118.18846,28262,0.8768886,5.299
1,Piemonte,Maschi e femmine,85,26487,3409,128.69413,24783,0.8651625,4.942
1,Piemonte,Maschi e femmine,86,23078,3275,141.88830,21441,0.8523062,4.598
1,Piemonte,Maschi e femmine,87,19804,3059,154.45932,18274,0.8390492,4.276
1,Piemonte,Maschi e femmine,88,16745,2824,168.62805,15333,0.8239499,3.966
1,Piemonte,Maschi e femmine,89,13921,2575,184.97747,12634,0.8066139,3.669
1,Piemonte,Maschi e femmine,90,11346,2311,203.70316,10190,0.7868436,3.388
1,Piemonte,Maschi e femmine,91,9035,2033,225.02784,8018,0.7657221,3.127
1,Piemonte,Maschi e femmine,92,7002,1724,246.21381,6140,0.7440519,2.889
1,Piemonte,Maschi e femmine,93,5278,1419,268.86187,4568,0.7209675,2.670
1,Piemonte,Maschi e femmine,94,3859,1130,292.94311,3294,0.6968017,2.468
1,Piemonte,Maschi e femmine,95,2728,867,317.70247,2295,0.6717972,2.283
1,Piemonte,Maschi e femmine,96,1862,640,343.59253,1542,0.6457490,2.113
1,Piemonte,Maschi e femmine,97,1222,453,370.48867,996,0.6187908,1.957
1,Piemonte,Maschi e femmine,98,769,306,398.23901,616,0.5910822,1.815
1,Piemonte,Maschi e femmine,99,463,198,426.66367,364,0.5628065,1.686
1,Piemonte,Maschi e femmine,100,265,121,455.55946,205,0.5341653,1.568
1,Piemonte,Maschi e femmine,101,144,70,484.70758,109,0.5056355,1.462
1,Piemonte,Maschi e femmine,102,74,38,513.10529,55,0.4775428,1.366
1,Piemonte,Maschi e femmine,103,36,20,541.66430,26,0.4494075,1.279
1,Piemonte,Maschi e femmine,104,17,9,570.07198,12,0.4214913,1.200
1,Piemonte,Maschi e femmine,105,7,4,598.13239,5,0.3939751,1.128
1,Piemonte,Maschi e femmine,106,3,2,625.66437,2,0.3670257,1.063
1,Piemonte,Maschi e femmine,107,1,1,652.50195,1,0.3407920,1.004
1,Piemonte,Maschi e femmine,108,0,0,678.50591,0,0.3153995,0.951
1,Piemonte,Maschi e femmine,109,0,0,703.55768,0,0.2909530,0.903
1,Piemonte,Maschi e femmine,110,0,0,727.56426,0,0.2679534,0.861
1,Piemonte,Maschi e femmine,111,0,0,748.49931,0,0.2475860,0.825
1,Piemonte,Maschi e femmine,112,0,0,767.97950,0,0.2286415,0.794
1,Piemonte,Maschi e femmine,113,0,0,785.92188,0,0.2111940,0.766
1,Piemonte,Maschi e femmine,114,0,0,802.27841,0,0.1952842,0.741
1,Piemonte,Maschi e femmine,115,0,0,817.04317,0,0.1809148,0.720
1,Piemonte,Maschi e femmine,116,0,0,830.24672,0,0.1680544,0.701
1,Piemonte,Maschi e femmine,117,0,0,841.95388,0,0.1566396,0.685
1,Piemonte,Maschi e femmine,118,0,0,852.25947,0,0.1465802,0.671
1,Piemonte,Maschi e femmine,119,0,0,861.27370,0,0.1377716,0.660
1,Piemonte,Maschi,0,100000,1284,12.84346,98791,0.9988590,71.408
1,Piemonte,Maschi,1,98716,74,0.74853,98679,0.9993545,71.330
1,Piemonte,Maschi,2,98642,53,0.54233,98615,0.9995261,70.383
1,Piemonte,Maschi,3,98588,40,0.40552,98568,0.9996358,69.421
1,Piemonte,Maschi,4,98548,32,0.32287,98532,0.9996854,68.449
1,Piemonte,Maschi,5,98516,30,0.30633,98501,0.9996991,67.471
1,Piemonte,Maschi,6,98486,29,0.29554,98472,0.9997169,66.492
1,Piemonte,Maschi,7,98457,27,0.27069,98444,0.9997322,65.511
1,Piemonte,Maschi,8,98431,26,0.26498,98417,0.9997384,64.529
